material_id,formula,n_pred_n0,n_target
mp-570229,ThBr4,2.0497,0.0
mp-570753,Tl3PbBr5,2.2267,0.0
mp-571020,CsMgH3,1.9466,0.0
mp-572149,Cs2Al(NO3)5,1.5667,0.0
mp-572805,Cs2I4O11,1.9246,0.0
mp-572987,NiSeO3,1.8552,0.0
mp-581165,Cs2Xe(BrF7)4,1.5276,0.0
mp-581285,LiGd6B3O14,1.9607,0.0
mp-602659,HXeF7,1.5141,0.0
mp-6186,Al2Co3(SiO4)3,1.9201,0.0
mp-626567,Ti3H2O7,2.0354,0.0
mp-627418,Ge7H18O23,1.6713,0.0
mp-637680,K2Mo4O13,2.104,0.0
mp-641365,PbWO4,2.3691,0.0
mp-6440,CaTiSiO5,2.0974,0.0
mp-653287,Cr3Pb5F19,1.7608,0.0
mp-667295,Cs7Cd3Br13,1.71,0.0
mp-667345,NbTl2PO6,2.1958,0.0
mp-667372,Ba8Zr3(SbO6)4,2.1366,0.0
mp-6698,Th2Cu(PO4)3,1.9269,0.0
mp-672262,La3Zn3Ge2SbO14,2.0326,0.0
mp-674361,LiNbO3,2.3475,0.0
mp-674395,Tl5SnF9,1.8408,0.0
mp-675813,Sm2Th3O9,2.1645,0.0
mp-677195,Nd10Si10BrN17O9,2.1706,0.0
mp-677490,Li4Nd3SbTeO12,1.9938,0.0
mp-677733,K2TiAl(PO4)3,1.7671,0.0
mp-680197,KAgC2(SN)2,1.7713,0.0
mp-680422,CBr4,2.0666,0.0
mp-686617,Nd10Si10N17ClO9,2.1673,0.0
mp-686618,YAl6Si30(N15O)3,2.0971,0.0
mp-694049,NaCa4TaTi4(SiO5)5,2.0689,0.0
mp-695070,Ca3Ga2Si(SnO6)2,1.9398,0.0
mp-698305,K3VH6C4O13,1.5572,0.0
mp-705853,NaCa8SmTi10(SiO5)10,2.1022,0.0
mp-720340,Ca5Ti3NbAl(SiO5)5,2.0416,0.0
mp-721058,CoPH3O4,1.6983,0.0
mp-721077,CsFeH24(SeO10)2,1.5481,0.0
mp-722766,CaHgH16(BrO2)4,1.6931,0.0
mp-722880,BaRe2H12C3N6O11,1.6383,0.0
mp-723002,Ag2H12S(NO)4,1.6859,0.0
mp-735578,SrMoAsH3O8,1.8109,0.0
mp-736390,SrH3C3O7,1.5732,0.0
mp-743567,Li2Ti4Ni(PO5)4,2.024,0.0
mp-743697,MgZr3Tl10(MoO4)12,2.0627,0.0
mp-744148,MnH8(NO5)2,1.5668,0.0
mp-745150,VZnHPbO5,2.2356,0.0
mp-745164,FeP3(HO5)2,1.725,0.0
mp-752602,BiBr3,1.9981,0.0
mp-752684,BaTm2O4,2.0352,0.0
mp-752788,Li2VP2O7,1.6884,0.0
mp-752873,Li8Fe(O2F)2,1.739,0.0
mp-753221,Li2Ni(CO3)2,1.7072,0.0
mp-753260,LaAgO2,2.1661,0.0
mp-753270,Li2V3(P2O7)2,1.7554,0.0
mp-753351,Ba2CaI6,2.0937,0.0
mp-753445,Sb4O5F2,1.9907,0.0
mp-753554,LiCoPO4,1.6284,0.0
mp-753661,SbOF,2.0365,0.0
mp-753732,Li2CoSiO4,1.7852,0.0
mp-753950,Li2Co(CO3)2,1.6807,0.0
mp-753979,Sn2P2O7,1.9588,0.0
mp-754044,Ho2TiO5,2.2401,0.0
mp-754061,Na3SnPCO7,1.7155,0.0
mp-754282,SrO,1.9815,0.0
mp-754370,Ba3GeO5,1.9972,0.0
mp-754494,BaLaBr5,1.8468,0.0
mp-754980,ZrMnO3,2.1767,0.0
mp-755783,Li2Ti(BO3)2,1.7897,0.0
mp-755844,NiTe(PO4)2,2.0223,0.0
mp-755948,Tm2TiO5,2.2712,0.0
mp-756079,Li2MnF6,1.6156,0.0
mp-756664,LiFeBO3,1.8192,0.0
mp-756771,Li2Si5Ni5O16,1.7188,0.0
mp-757120,LiFe(Si2O5)2,1.6755,0.0
mp-757829,LiCrPO4,1.7869,0.0
mp-757833,Li2FeSiO4,1.7896,0.0
mp-757853,Na4Ti5O12,2.2575,0.0
mp-757883,LiSiBiO4,2.0434,0.0
mp-757902,LiCoPO4,1.6806,0.0
mp-758011,Li2Fe4Si4O13,1.8088,0.0
mp-758041,Li3V(CO3)3,1.7093,0.0
mp-758224,Li3Sn2(PO4)3,1.7049,0.0
mp-758248,LiCoPO4,1.6784,0.0
mp-758369,Li4Co(SiO3)3,1.687,0.0
mp-758455,LiP3W2O13,1.7312,0.0
mp-758823,Li2FeSiO4,1.7864,0.0
mp-759099,Li3Sb(PO4)2,1.9895,0.0
mp-759281,LiFeSiO4,1.8207,0.0
mp-759318,VH10(CO5)2,1.5667,0.0
mp-759798,Bi7(O2F3)3,2.1597,0.0
mp-759870,BiOF,2.1884,0.0
mp-759984,Li5Cr3NiO8,2.202,0.0
mp-760332,Sb6O5F8,1.9638,0.0
mp-760344,NaLi2CoPCO7,1.6754,0.0
mp-761247,Li2CoSiO4,1.7922,0.0
mp-764344,Li2FeSiO4,1.7884,0.0
mp-764345,CrPO4,2.0318,0.0
mp-764348,LiFeSiO4,1.8073,0.0
mp-765054,LiNiPO4,1.7298,0.0
mp-765351,Li2Sn4P4O15,1.8692,0.0
mp-765457,LiMnF3,1.4864,0.0
mp-765857,LiCr(SiO3)2,1.8153,0.0
mp-765984,LiVSi3O8,1.704,0.0
mp-766582,Li2SiNiO4,1.7797,0.0
mp-766694,Li3NiPCO7,1.6793,0.0
mp-766979,Sn4P2O9,2.2355,0.0
mp-767776,P4WO12,1.6716,0.0
mp-768469,TmGaO3,2.057,0.0
mp-768821,Li2Bi2B2O7,2.0487,0.0
mp-769396,Y2Ge2O7,2.1291,0.0
mp-769575,Li6Co5(P2O7)4,1.7406,0.0
mp-770239,Ba2Ta2O7,2.1802,0.0
mp-770402,Li3B2SbO6,1.7656,0.0
mp-770649,Li5NbO5,1.9763,0.0
mp-770698,Li2AlFeO4,1.8432,0.0
mp-770738,Na3BSbAsO7,1.8214,0.0
mp-770923,Li5FeO4,2.0056,0.0
mp-770983,Tb2WO6,2.1687,0.0
mp-771185,K2Ge2O5,1.6499,0.0
mp-771295,LiMnBO3,1.8547,0.0
mp-771339,Li3CoPCO7,1.6806,0.0
mp-771595,Ti2Ni(PO5)2,2.0664,0.0
mp-771836,Li2ScFe(SiO3)4,1.8065,0.0
mp-772077,BaYI5,2.0546,0.0
mp-772109,LiSiBiO4,2.2426,0.0
mp-772320,Li2CoSiO4,1.8142,0.0
mp-772661,Li4MnSn3(PO4)4,1.8911,0.0
mp-772779,Ca(SeO3)2,1.7982,0.0
mp-772986,Na3SiSnBO7,1.6578,0.0
mp-774523,Li3Sb2(PO4)3,1.9456,0.0
mp-774836,Li4Ni5Te(PO4)6,1.8279,0.0
mp-775186,Li8Sc5Fe3(SiO3)16,1.7967,0.0
mp-775239,Li4Mn3Fe(BO3)4,1.8571,0.0
mp-775266,LiCr(PO3)4,1.6619,0.0
mp-776032,Ba2YI7,2.0728,0.0
mp-776636,CoH5SeClO5,1.7189,0.0
mp-776727,Li2Fe3F8,1.4625,0.0
mp-776732,Li2Fe3F8,1.5071,0.0
mp-776904,LiFe2OF3,1.6946,0.0
mp-777357,Li8Mn7Fe(BO3)8,1.8446,0.0
mp-777649,Li8Mn7Fe(BO3)8,1.8548,0.0
mp-777768,Li8Mn7Fe(BO3)8,1.8519,0.0
mp-777851,Li3Bi(BO3)2,1.7977,0.0
mp-778272,Li8Mn7Fe(BO3)8,1.8599,0.0
mp-778404,Na2NiO2,1.7435,0.0
mp-778976,LiVP4(H2O3)6,1.5922,0.0
mp-779264,Cs2HfO3,1.7631,0.0
mp-779336,Li3Cr2(PO4)3,1.8269,0.0
mp-779520,Li8Mn7Fe(BO3)8,1.8512,0.0
mp-779716,Cs4GeO4,1.7963,0.0
mp-779789,Li4Mn3Fe(BO3)4,1.8555,0.0
mp-780395,Cd(BO2)2,1.8895,0.0
mp-780535,BaLu2O4,2.0108,0.0
mp-780638,Li2Fe3F8,1.4838,0.0
mp-780734,Li2MnSiO4,1.7985,0.0
mp-782639,Dy2WO6,2.214,0.0
mp-7853,NaTl3(SO3)2,1.9265,0.0
mp-7977,CsSmO2,2.0424,0.0
mp-849248,Li4Mn7(PO4)6,1.7655,0.0
mp-849286,Ba(GaS2)2,2.3611,0.0
mp-849403,Li2Fe5F17,1.5748,0.0
mp-849500,LiMnBO3,1.8435,0.0
mp-849802,Ba2YI7,2.0561,0.0
mp-849804,LiFeSiO4,1.8251,0.0
mp-850226,Li8Mn7Fe(BO3)8,1.8593,0.0
mp-850532,LiSn2(PO4)3,1.7215,0.0
mp-850798,Li2MnSiO4,1.7531,0.0
mp-850876,VOF3,1.7108,0.0
mp-850958,Li4Mn3Fe(BO3)4,1.8585,0.0
mp-850971,LiMnBO3,1.8609,0.0
mp-861513,Rb5SiHO5,1.6395,0.0
mp-862832,PaTlO3,2.3389,0.0
mp-863428,Li2Fe(SiO3)2,1.7073,0.0
mp-866657,DyAgH2C2SO9,1.7429,0.0
mp-866806,TbAgH2C2SO9,1.755,0.0
mp-867593,Ag2H4(SO4)3,1.664,0.0
mp-867608,LiMnPO4,1.6767,0.0
mp-867674,Ba3CaI8,1.9707,0.0
mp-979340,Sr2LiTaN3F,2.2333,0.0
mp-980659,Tl3BiCl6,2.0552,0.0
mp-985608,Nd2O5,2.0076,0.0
mvc-12368,CaTi2O5,2.161,0.0
mvc-14346,CaCoF4,1.5666,0.0
mvc-15177,La2ZnSnO6,2.2597,0.0
mvc-560,Sn3(P2O7)2,1.7575,0.0
mvc-6144,Ca3Ni3(AsO4)4,1.8036,0.0
mp-1011834,Na2CoP2O7,1.6683,0.0
mp-1019565,Ca3Ga2(GeO4)3,1.9693,0.0
mp-1020587,SrMg3SiN4,2.2423,0.0
mp-10344,Ba2PrNbO6,2.2116,0.0
mp-1037391,Mg30CdFeO32,1.8323,0.0
mp-1037768,CaMg30MnO32,1.8139,0.0
mp-1040243,KMg30WO32,1.8288,0.0
mp-10447,Rb2TeMo2(PO7)2,1.8708,0.0
mp-1078195,SiI3,1.8096,0.0
mp-1096832,Al4ZnS7,2.1911,0.0
mp-1101038,TiGa2O5,2.199,0.0
mp-1101363,Sr3CaI8,1.9745,0.0
mp-1101836,GdH2ClO2,1.9316,0.0
mp-1102038,MgH2,2.1633,0.0
mp-1111105,K2NaCoF6,1.5532,0.0
mp-1111127,K2NaGaCl6,1.6751,0.0
mp-1111166,K3SbBr6,1.7839,0.0
mp-1111181,K3AsBr6,1.812,0.0
mp-1111268,K2LiBiBr6,1.9926,0.0
mp-1112503,Cs2TlAsF6,1.7071,0.0
mp-1112506,Cs2AlTlBr6,1.8662,0.0
mp-1112682,Cs2LiBiBr6,2.0404,0.0
mp-1113008,Cs2LiPrI6,1.9996,0.0
mp-1113010,Cs2LiNdI6,1.9932,0.0
mp-1113034,Cs2KSbBr6,1.7711,0.0
mp-1114371,Rb2TlFeF6,1.6643,0.0
mp-1114425,Rb2LiNdI6,2.0067,0.0
mp-1114561,Rb2LiBiBr6,2.0098,0.0
mp-1114584,Rb2LiYI6,1.9717,0.0
mp-1171327,MgCo(SiO3)2,1.7894,0.0
mp-1172979,Li2CrPO4F,1.6962,0.0
mp-1176417,MnTeO3,2.2636,0.0
mp-1176587,LiSiBiO4,1.8981,0.0
mp-1176840,Li8Mn5Fe3(BO3)8,1.8442,0.0
mp-1177164,Li4VAs2O9,1.8331,0.0
mp-1177397,Li4Mn3Fe(BO3)4,1.8429,0.0
mp-1177899,Li2MnF4,1.5211,0.0
mp-1177998,Li2FeSiO4,1.7699,0.0
mp-1178356,Er2TiO5,2.248,0.0
mp-1178445,Cr(PO3)2,1.7253,0.0
mp-1181783,FeF3,1.6265,0.0
mp-1181858,Ge7H18O23,1.6754,0.0
mp-1182406,CrHSe3O8,1.936,0.0
mp-1190132,Li2Ti3O7,2.2329,0.0
mp-1190181,Sr3Zn3Te(PO7)2,1.8417,0.0
mp-1190622,BaCrO4,1.9314,0.0
mp-1191084,Na2MnPHO3F4,1.5211,0.0
mp-1192345,AgBi(WO4)2,2.5077,0.0
mp-1192395,Hg3Bi2(TeCl4)2,2.2508,0.0
mp-1193789,NaCoH4SO6F,1.6188,0.0
mp-1194326,CsTmSiS4,2.1105,0.0
mp-1194501,CdH3Cl3O,1.7393,0.0
mp-1194855,Mn2ZnP2H2O9,1.7567,0.0
mp-1194878,NaIn(TeO3)2,2.0636,0.0
mp-1195001,Na5Li(Mo3O10)3,2.0447,0.0
mp-1195120,MnPH6NO5,1.6255,0.0
mp-1195137,KLa5V2O13,2.1016,0.0
mp-1195170,Ni5H2Se6(ClO4)4,1.7809,0.0
mp-1195318,Zn7H10(SO9)2,1.7483,0.0
mp-1195381,Zn3Te2P2(PbO7)2,1.9928,0.0
mp-1196304,NiTe6O13,2.3814,0.0
mp-1196350,InSb(P2O7)2,1.7021,0.0
mp-1196372,Tl2CoH12(SO7)2,1.6679,0.0
mp-1196505,Na9Fe(MoO4)6,1.7823,0.0
mp-1196625,K2CoH12(SeO7)2,1.5774,0.0
mp-1196754,Rb4Mo5H4Se2O23,1.8421,0.0
mp-1196895,RbCrP2O7,1.7462,0.0
mp-1196903,Cr2P4Pb3O16,2.0371,0.0
mp-1197295,ScV(TeO4)2,2.1961,0.0
mp-1197471,LiAs(XeF4)3,1.559,0.0
mp-1198070,Ni3Te2MoO10,2.0624,0.0
mp-1199472,H14Pb6C8O13,1.7439,0.0
mp-1199991,NaH6CSNO3,1.5783,0.0
mp-1200083,Rb4Mo5H4Se2O23,1.8444,0.0
mp-1200791,In4As5(BrO4)3,2.0058,0.0
mp-1200957,VIn(TeO4)2,2.2037,0.0
mp-1201257,Rb2Bi(IO3)5,1.9465,0.0
mp-1201491,Lu6H40N8O49,1.624,0.0
mp-1201529,VB(PbO2)4,2.2678,0.0
mp-1201606,BP(PbO2)4,2.0743,0.0
mp-1201916,Y2Te3MoO12,2.1529,0.0
mp-1202066,AgH8C2S2BrN4,1.8318,0.0
mp-1202167,K2Bi(IO3)5,1.9627,0.0
mp-1202710,BaGd2Sc2O7,2.157,0.0
mp-1203798,CuP2H18C6Cl,1.5838,0.0
mp-1203805,Gd4B4O11F2,1.9359,0.0
mp-1203896,Sn21H14(Cl4O5)4,2.2473,0.0
mp-1204230,Sr4Ga2O7,1.9115,0.0
mp-1204283,Na5Ga7H12S13O6,1.8583,0.0
mp-1204347,Cs7Mo8AsO30,1.8827,0.0
mp-1204562,Y2Mo(SeO4)3,2.0848,0.0
mp-1205113,VN3O10,1.6234,0.0
mp-1205367,K2FeF5,1.4979,0.0
mp-1205371,Ba3InS4Cl,2.2383,0.0
mp-1205559,YbInBr3,2.1217,0.0
mp-1207903,V3Pb5O12F,2.2774,0.0
mp-1208111,TlPb2Br5,2.3332,0.0
mp-1208360,TbTl(WO4)2,2.2873,0.0
mp-1208391,Ti3NbZnBi3O14,2.6032,0.0
mp-1208723,SrAs2(XeF6)3,1.6583,0.0
mp-1208844,SmSBr,2.2709,0.0
mp-1209145,RePbBrO4,2.0533,0.0
mp-1210629,Mg2Ta2Mn2O9,2.115,0.0
mp-1210913,Li2NiGeO4,1.9355,0.0
mp-1210959,LiGd(MoO4)2,2.1667,0.0
mp-1211383,Li2Ni2(MoO4)3,2.0267,0.0
mp-1211929,K2TeMo2(PO7)2,1.8749,0.0
mp-1212069,Na2Sr(Ge4O9)2,1.8517,0.0
mp-1212505,K2Sr(Ge4O9)2,1.8373,0.0
mp-1213069,Fe3Pb5F19,1.7966,0.0
mp-1213401,CsGaO2,1.8683,0.0
mp-1213572,CsW3Cl7,1.9382,0.0
mp-1213707,Cs3Li2Fe(MoO4)4,1.7663,0.0
mp-1213796,Co2PO4F,1.7631,0.0
mp-1214170,Cd3H16C8(N10F)2,1.7362,0.0
mp-1214311,Bi6As4PbO20,2.2248,0.0
mp-1214749,As3Pb5BrO12,2.1017,0.0
mp-1214777,Ba2MnAl2CoF14,1.541,0.0
mp-1214967,Al2Cd3(GeO4)3,2.0717,0.0
mp-1215303,ZrMoWO8,2.1128,0.0
mp-1215828,Zn8B4H3O15F,1.6997,0.0
mp-1215944,Zr2Ti(PbO3)3,2.5161,0.0
mp-1216053,YEr3V4O16,2.0792,0.0
mp-1218693,Sr2V3Bi3O14,2.203,0.0
mp-1219631,RbTaTiO5,2.0462,0.0
mp-1219683,Rb3Ti4Tl(PO5)4,2.007,0.0
mp-1219788,PrTaTiO6,2.3788,0.0
mp-1220286,Nd3GdAl4O12,2.1676,0.0
mp-1220706,NaYTi2(SiO5)2,2.1009,0.0
mp-1220974,NaSm9Si6(SO12)2,1.9681,0.0
mp-1221083,NaNbWO6,2.3123,0.0
mp-1221106,NaMg3In(MoO4)5,1.8465,0.0
mp-1221119,NaCa3Mg3Fe(SiO3)8,1.7534,0.0
mp-1221226,Na4Al3Fe(SiO3)8,1.7454,0.0
mp-1221399,Na2AlFe(SiO3)4,1.7885,0.0
mp-1222219,Mn3Fe3(PO4)4,1.7715,0.0
mp-1222561,Li5Ga(GeO4)2,1.7569,0.0
mp-1223402,KNbWO6,2.3676,0.0
mp-1223484,KV3(PbO3)4,2.2132,0.0
mp-1223496,KNi2H3(SeO5)2,1.788,0.0
mp-1224411,GdYV2O8,2.0823,0.0
mp-1224509,GdY3V4O16,2.0872,0.0
mp-1224597,K2Nb2As2O11,1.8871,0.0
mp-1224710,Gd3YV4O16,2.0797,0.0
mp-1226158,Cs2Zr(WO4)3,2.2174,0.0
mp-1227073,CdCo3(PO3)8,1.6619,0.0
mp-1227178,Ca4ZrTi3(SiO5)4,2.0478,0.0
mp-1227384,CaFe3(SiO3)4,1.8288,0.0
mp-1227657,Ca3MnO4,1.9638,0.0
mp-1227822,BaSi2(NO)2,1.9678,0.0
mp-1227902,Ca3AlFe(SiO4)3,1.8825,0.0
mp-1228528,Ba2NbP2O9F,1.7849,0.0
mp-1228575,Ba2Ga11BiO20,1.9794,0.0
mp-1228794,Ba2V2BiPO11,1.9975,0.0
mp-1228996,Al2Ga2Bi2O9,2.0858,0.0
mp-1229224,AlB2Pb6(OF)7,1.9419,0.0
mp-1244503,VZnBiO5,2.2598,0.0
mp-1247837,Al2ZnS4,2.2361,0.0
mp-1259667,Al(WF5)3,1.4981,0.0
mp-1261382,Mg5AlH21O17,1.5469,0.0
mp-1287619,LiFe2OF3,1.7091,0.0
mp-1321570,LiCoPO4,1.7152,0.0
mp-1322317,LiFeMoClO4,1.8857,0.0
mp-14047,Al2Cd3(SiO4)3,1.9793,0.0
mp-14760,LuAl3(PbO4)2,1.951,0.0
mp-1516258,Ba2LaNbO6,2.2123,0.0
mp-1516433,Ba2LaNbO6,2.2128,0.0
mp-1516877,KYBiSbO6,2.1599,0.0
mp-1517368,Sr2PrNbO6,2.1544,0.0
mp-1518293,BaSrDyNbO6,2.1928,0.0
mp-1518940,BaSrYNbO6,2.1835,0.0
mp-1519075,Sr2TiSnO6,2.2446,0.0
mp-1519348,BaSrPrNbO6,2.1798,0.0
mp-1519641,BaCaNdNbO6,2.1895,0.0
mp-1520976,KPrMgWO6,2.1237,0.0
mp-1521536,Sr2NdNbO6,2.152,0.0
mp-1522073,BaSrSmNbO6,2.1826,0.0
mp-1522333,NaSrPrWO6,2.0743,0.0
mp-1522351,KSrLaWO6,2.0559,0.0
mp-1522360,BaSrTbNbO6,2.1915,0.0
mp-1522371,KSrLaWO6,2.0537,0.0
mp-1522453,BaSrNdNbO6,2.1779,0.0
mp-1522556,BaCaSmNbO6,2.1946,0.0
mp-15739,BaZn2(AsO4)2,1.7866,0.0
mp-1639334,MgCoP2O7,1.6993,0.0
mp-1649942,K3CoPCO7,1.6419,0.0
mp-1650352,Li3CoPCO7,1.7031,0.0
mp-1653667,Na3CoPCO7,1.6472,0.0
mp-16552,MnAg(PO3)3,1.7014,0.0
mp-1661311,SrMgCo(PO4)2,1.7422,0.0
mp-1667748,Na3CoAsCO7,1.6992,0.0
mp-16805,Cs2Ti(GeO3)3,1.8852,0.0
mp-16928,Ba6Lu2(WO6)3,2.1396,0.0
mp-17540,Sr2Co(SeO3)3,1.8612,0.0
mp-17633,Er2SiSeO4,2.176,0.0
mp-18207,SrCrP2O7,1.7296,0.0
mp-18571,BaCrO4,1.906,0.0
mp-18575,Nb2Zn3O8,2.3145,0.0
mp-18610,Sm2SiSeO4,2.2371,0.0
mp-18734,HoVO4,2.0728,0.0
mp-18784,DyVO4,2.149,0.0
mp-18832,K2VO2F3,1.5745,0.0
mp-18960,ErVO4,2.0811,0.0
mp-19068,TmVO4,2.0919,0.0
mp-19114,Ca2NiWO6,2.1575,0.0
mp-19121,TbVO4,2.0658,0.0
mp-19130,KNaFe(Si2O5)2,1.5989,0.0
mp-19498,KCrPO4F,1.7364,0.0
mp-19903,V2Pb3O8,2.3048,0.0
mp-20056,MgPb2WO6,2.4557,0.0
mp-21138,MoPb2O5,2.1615,0.0
mp-21618,NdAl3(PbO4)2,1.95,0.0
mp-21706,GdAl3(PbO4)2,1.9591,0.0
mp-21922,Te3(PbO4)2,2.2991,0.0
mp-22023,Pb3SO6,2.0651,0.0
mp-22024,GdVO4,2.0723,0.0
mp-22086,Ba3WO6,2.0771,0.0
mp-22163,NaSn2(PO4)3,1.6856,0.0
mp-23160,ThBr4,2.0366,0.0
mp-23413,NbBiO4,2.5006,0.0
mp-23968,NiH2SeO5,1.8174,0.0
mp-24056,FeH18C3(N3F2)3,1.5848,0.0
mp-24731,Ni3AgP3(HO6)2,1.8641,0.0
mp-25432,PWO4F,1.7818,0.0
mp-25923,Li6Mn9(PO4)8,1.7398,0.0
mp-25983,LiMo(PO4)2,1.7479,0.0
mp-26133,LiCr2P5O16,1.7456,0.0
mp-26579,LiCrPO4,1.829,0.0
mp-26731,Li2VP2O7,1.7002,0.0
mp-27246,LuSBr,2.2347,0.0
mp-27309,VF5,1.5688,0.0
mp-27354,Cs3HgCl5,1.6384,0.0
mp-27614,Ca2V2O7,2.0193,0.0
mp-27686,Cd2P2O7,1.8151,0.0
mp-28112,In5Cl9,2.0575,0.0
mp-28290,CdTeO3,2.212,0.0
mp-28947,NaSn2Cl5,1.9063,0.0
mp-29218,Ge3Bi2O9,1.9987,0.0
mp-29299,TeSeO4,2.1964,0.0
mp-29524,K3BiO3,1.7711,0.0
mp-29693,Rb2AgCl3,1.6764,0.0
mp-30213,Sb2BrF15,1.4655,0.0
mp-30900,TaBiO4,2.4357,0.0
mp-3236,Pr2SO2,2.2531,0.0
mp-3249,La4Ti3O12,2.4266,0.0
mp-33554,Na3GdCl6,1.6123,0.0
mp-3488,Na2Ti3O7,2.2719,0.0
mp-35799,Hf2Bi2O7,2.3517,0.0
mp-3594,Gd3GaO6,2.084,0.0
mp-36903,KNO3,1.4466,0.0
mp-4591,SrNb2O6,2.2558,0.0
mp-4959,Ca(GaO2)2,2.0941,0.0
mp-504603,Cs2TlFeF6,1.6606,0.0
mp-532626,NdAl6Si30(N15O)3,2.0967,0.0
mp-532743,Li2Ti4Ni(PO5)4,2.0473,0.0
mp-534935,Sr3Pr10Al12Si18(N2O)18,2.141,0.0
mp-534953,Ca4Ti3AlSi4O19F,1.9851,0.0
mp-540456,LiCr(PO3)3,1.6502,0.0
mp-540938,Pb5(IF4)2,2.1149,0.0
mp-541679,Cs2V(PO4)2,1.6493,0.0
mp-541740,TaPO5,2.0063,0.0
mp-542064,MnAs2S2(OF3)4,1.5065,0.0
mp-542535,Cs2CrH2Cl5O,1.7142,0.0
mp-550579,ScTa(PbO3)2,2.6708,0.0
mp-553950,Li10Si2PbO10,1.7268,0.0
mp-554107,K2Na4Ge2O7,1.6537,0.0
mp-554155,KSb(PO4)2,1.6912,0.0
mp-554228,Na2VOF4,1.5503,0.0
mp-554259,SrAgB7O12,1.7504,0.0
mp-554329,RbVH6SO9,1.6316,0.0
mp-554363,Pr2Ti3(ClO4)2,2.2369,0.0
mp-554645,K3Sb2N2O6F7,1.5716,0.0
mp-554699,GePbO3,2.052,0.0
mp-554801,Ca3Nb4(O6F)2,2.3386,0.0
mp-554852,Y2Te5O13,2.1363,0.0
mp-555050,BaNb2O6,2.3136,0.0
mp-555385,CaMnB2O5,1.7844,0.0
mp-555799,VH10SNO9,1.6543,0.0
mp-555940,Dy2Te5O13,2.1562,0.0
mp-556059,K2Ni(NO3)4,1.5583,0.0
mp-556078,MgAs2(XeF8)2,1.5097,0.0
mp-556745,TlCO2,1.9513,0.0
mp-556872,RbCO2,1.5303,0.0
mp-557108,Ba2Nb2TeO10,2.0803,0.0
mp-5572,Ho2Te5O13,2.1364,0.0
mp-557230,Na2CrCoF7,1.5303,0.0
mp-557451,CsReOF6,1.5677,0.0
mp-557583,TlInAs2O7,1.9477,0.0
mp-557835,TlF,2.0102,0.0
mp-557890,Er2Hf2O7,2.1231,0.0
mp-558528,La2TiZnO6,2.342,0.0
mp-558909,RbV3Cd3O11,2.0571,0.0
mp-558997,SmMoClO4,1.9348,0.0
mp-559088,La2Si(IO2)2,2.0133,0.0
mp-559143,Pb3SO6,2.061,0.0
mp-559185,Li8Bi2(MoO4)7,2.0205,0.0
mp-559304,Er2Te5O13,2.1535,0.0
mp-559730,KGa(Te3O7)2,2.3067,0.0
mp-559753,K6Mo10O33,1.9718,0.0
mp-559767,LiAsO3,1.7618,0.0
mp-559849,Ca(GaO2)2,1.8925,0.0
mp-560040,Ca2Nb2O7,2.2647,0.0
mp-560059,KVH6SO9,1.6346,0.0
mp-560117,CsMn(PO3)4,1.6533,0.0
mp-560133,TlPb8Br9O4,2.2988,0.0
mp-560198,ZnTe6O13,2.3623,0.0
mp-560219,K4Sb2N3O9F7,1.535,0.0
mp-560223,K2Se(SO3)2,1.5764,0.0
mp-560414,Te4Mo(OF4)5,1.4929,0.0
mp-560875,K2Ge4O9,1.7929,0.0
mp-561362,FeSiO3,1.8813,0.0
mp-561911,Ca3Co(SeO3)4,1.7942,0.0
mp-567014,Rb2Te(WO4)3,2.1117,0.0
mp-567548,BaCo(SeO3)2,1.9304,0.0
mp-569604,SbH18C3(NCl2)3,1.6798,0.0
mp-570315,PBr2N,1.7055,0.0
mp-570348,SnH20C6(NCl3)2,1.5382,0.0
mp-571246,GeBr4,1.5883,0.0
mp-571259,Tl2ZnN12,1.8731,0.0
mp-581217,Cs2Nb4O11,2.2871,0.0
mp-582076,CsW3Br3Cl4,2.0145,0.0
mp-5838,Ba2SiS4,2.2053,0.0
mp-6109,CaTiSiO5,2.0929,0.0
mp-6167,Ba2NdNbO6,2.215,0.0
mp-6254,Ba2TbNbO6,2.2295,0.0
mp-630880,LiNd2Tl(MoO4)4,2.0975,0.0
mp-631247,LiVTeO5,1.9294,0.0
mp-632319,CsH,1.8322,0.0
mp-642736,K3H5Pd,1.7083,0.0
mp-650024,RbLiBi2(MoO4)4,2.2238,0.0
mp-662803,K2Ba(Ge4O9)2,1.8391,0.0
mp-675564,La2Th8O19,2.1988,0.0
mp-676694,LiNbO3,2.3396,0.0
mp-676956,Zn8B4H3O15F,1.7233,0.0
mp-677573,NaCa2Mg2(AsO4)3,1.8333,0.0
mp-686016,KSn2F5,1.6796,0.0
mp-697671,Ba6Mg7H26,2.139,0.0
mp-698114,Ba2AlH7,2.1757,0.0
mp-698292,K2ZrCdH16(CO3)8,1.5609,0.0
mp-699151,Sr6Mg7H26,2.113,0.0
mp-707483,TiP2H4O9,1.8106,0.0
mp-720118,Sr3Nd10Al12Si18(N2O)18,2.1359,0.0
mp-720815,K2TeH6(O3F)2,1.5673,0.0
mp-735556,Na2CoH8(CO5)2,1.5711,0.0
mp-7367,Ca(GaO2)2,1.8947,0.0
mp-743638,Li6Ti8Ni(PO5)8,2.0037,0.0
mp-744193,Ca2CrH2I2O11,1.8393,0.0
mp-752410,Ba2GeO4,1.8307,0.0
