material_id,formula,wyckoff,bandgap_pred_n0,bandgap_ale_n0,bandgap_target
wbm-2-40414,Rb2 Ag6 Te4,A3BC2_pearson_12_3i_i_2i:Ag-Rb-Te,0.258,0.0711,0.26
mp-10165,K2 Al2 Te4,ABC2_pearson_140_b_a_h:Al-K-Te,2.0011,0.0834,2.1455
mp-1304797,Sr12 In4 Ni4 O24,ABC6D3_pearson_14_e_ad_6e_3e:In-Ni-O-Sr,2.0384,0.1196,0.687
mp-26871,Li2 Sn3 P4 O14,A2B14C4D3_pearson_2_i_7i_2i_ai:Li-O-P-Sn,2.6005,0.2378,2.7626
mp-1188134,Mg2 Si2 O12,AB6C_pearson_14_a_3e_d:Mg-O-Si,0.0812,0.2737,0.0878
mp-1095937,Rb2 Hg1 Se1,AB2C_pearson_71_a_e_b:Hg-Rb-Se,0.2707,0.0822,0.3879
mp-1196996,K8 Fe4 Cl20 O4,A5BC2D_pearson_62_3cd_c_d_c:Cl-Fe-K-O,1.1131,0.2743,0.361
mp-1214721,Ba4 Te4 H12 S16 O24,AB3C6D4E_pearson_14_e_3e_6e_4e_e:Ba-H-O-S-Te,1.0819,0.4569,1.8497
mp-1222712,La1 V2 Bi1 O8,ABC8D2_pearson_119_a_c_2i_bd:Bi-La-O-V,2.8785,0.1035,3.2923
wbm-3-53822,Ce1 Ge1 Te1 O6,ABC6D_pearson_149_b_c_l_e:Ce-Ge-O-Te,0.4211,0.0859,0.38
wbm-3-35749,K2 Sm2 Te4,ABC2_pearson_194_c_a_f:K-Sm-Te,1.2786,0.0316,1.27
wbm-1-44652,Er4 S4 O4,ABC_pearson_198_a_a_a:Er-O-S,0.0625,0.0293,0.02
mp-19252,K2 Ni1 O2,A2BC2_pearson_139_e_a_e:K-Ni-O,2.069,0.2584,2.8998
wbm-2-36616,Dy1 Ga1 Mo2 O8,ABC2D8_pearson_164_a_b_d_di:Dy-Ga-Mo-O,3.467,0.0402,3.46
wbm-3-67840,Cs2 Lu2 Cd2 Se6,ABCD3_pearson_63_c_c_a_cf:Cd-Cs-Lu-Se,2.1456,0.0333,2.09
wbm-1-40074,V4 Fe4 O12,AB3C_pearson_62_c_cd_a:Fe-O-V,0.8843,0.0911,0.74
mp-762371,Nb4 O4 F12,A3BC_pearson_76_3a_a_a:F-Nb-O,3.5238,0.1086,3.9347
mp-18003,Cs4 Cu4 S16,ABC4_pearson_19_a_a_4a:Cs-Cu-S,1.7243,0.0726,1.808
mp-1520495,Na1 Sr1 In1 W1 O6,ABC6DE_pearson_216_a_c_f_d_b:In-Na-O-Sr-W,2.6832,0.2803,3.4538
wbm-1-38924,K4 Sn2 O6,A2B3C_pearson_36_b_ab_a:K-O-Sn,2.1071,0.0919,2.12
mp-756068,Li4 V4 O4 F12,A3BCD_pearson_19_3a_a_a_a:F-Li-O-V,2.0774,0.1417,1.8379
mp-1207560,Zr12 Mn2 Cl28,A14BC6_pearson_64_def2g_a_fg:Cl-Mn-Zr,1.4251,0.0803,0.1596
wbm-2-23427,K2 Er2 Se4,ABC2_pearson_194_b_a_f:Er-K-Se,1.9975,0.0358,1.93
wbm-1-28010,Mg2 I4,A2B_pearson_166_2c_ab:I-Mg,3.534,0.1142,3.64
mp-1203303,Cs8 Co8 P8 O32,ABC4D_pearson_14_2e_2e_8e_2e:Co-Cs-O-P,2.0739,0.119,3.0972
mp-1097113,Be2 Cu1 Pd1,A2BC_pearson_71_e_a_b:Be-Cu-Pd,0.562,0.1588,1.1635
mp-7976,Rb1 Gd1 O2,AB2C_pearson_166_a_c_b:Gd-O-Rb,2.8727,0.0775,3.0399
wbm-1-44030,Cs4 O2,A2B_pearson_15_f_e:Cs-O,0.9191,0.2078,0.13
wbm-1-39631,Rb2 Si2 O3,A3B2C2_pearson_166_d_ab_c:O-Rb-Si,1.1336,0.1172,1.11
mp-1079056,Zr1 Ti1 Pb2 O6,A6B2CD_pearson_99_abd_c_a_b:O-Pb-Ti-Zr,1.9568,0.0924,2.5043
wbm-3-64537,Cs2 Y2 Mn2 S6,ABC3D_pearson_63_c_c_cf_a:Cs-Mn-S-Y,0.5302,0.0313,0.51
wbm-2-42024,Nb2 Cu2 S4,ABC2_pearson_194_a_c_e:Cu-Nb-S,0.3892,0.1195,0.16
wbm-1-22831,K2 Au2 Br8,AB4C_pearson_14_a_2e_d:Au-Br-K,0.9464,0.111,1.37
wbm-1-20954,Rb2 Ni1 H6,A6BC2_pearson_225_e_a_c:H-Ni-Rb,3.3585,0.3185,3.33
wbm-1-47569,Rb2 Te2 Au2,ABC_pearson_63_a_c_c:Au-Rb-Te,1.7443,0.0483,1.75
wbm-2-23011,K4 V2 Se6,A2B3C_pearson_15_f_ef_e:K-Se-V,0.5144,0.0698,0.45
wbm-1-42790,Ba1 Sr2 W1 O6,AB6C2D_pearson_225_a_e_c_b:Ba-O-Sr-W,3.1847,0.0662,3.06
mp-1192704,Mn2 V4 H2 Pb4 O18,ABC9D2E2_pearson_11_e_a_5e2f_2e_2e:H-Mn-O-Pb-V,1.7738,0.1423,1.1332
wbm-2-35062,Hf2 V2 O8,AB4C_pearson_13_e_2g_f:Hf-O-V,1.0727,0.3898,1.39
mp-1179866,Pr6 C2 Br10,A5BC3_pearson_2_5i_i_3i:Br-C-Pr,0.6284,0.0991,0.7395
mp-1266445,Ba2 Al2 V8 O14,ABC7D4_pearson_186_b_b_a2c_ac:Al-Ba-O-V,0.0157,0.0243,0.391
mp-1245608,Co2 Pb6 N6,AB3C3_pearson_176_c_h_h:Co-N-Pb,0.2143,0.0551,0.1149
wbm-1-15841,Cs2 K1 Ce1 F6,AB2C6D_pearson_225_a_c_e_b:Ce-Cs-F-K,0.2211,0.1127,0.52
mp-684668,Ca2 C4,A2B_pearson_58_g_a:C-Ca,2.5429,0.1076,2.8643
wbm-4-10693,Lu1 In1 F6,A6BC_pearson_225_e_a_b:F-In-Lu,5.2925,0.1171,5.61
wbm-2-33730,Sb2 Pb2 I2 O4,AB2CD_pearson_63_c_e_c_c:I-O-Pb-Sb,1.8051,0.0727,1.77
mp-5537,Nb8 Ag8 O24,ABC3_pearson_57_cd_e_cd2e:Ag-Nb-O,1.6769,0.0947,1.7919
mp-20299,K3 Co1 N6 O12,AB3C6D12_pearson_202_a_bc_e_h:Co-K-N-O,2.4064,0.1389,2.7199
mp-1173798,Na4 Al4 Si6 H8 O24,A2B4C2D12E3_pearson_43_b_2b_b_6b_ab:Al-H-Na-O-Si,3.4094,1.6713,4.532
mp-1522799,Sr4 Nd4 Eu4 Sb4 O24,ABC6DE_pearson_48_ab_e_3m_f_cd:Eu-Nd-O-Sb-Sr,0.0059,0.0179,0.0105
wbm-3-55051,Sr2 Tm1 Sb1 O6,A6BC2D_pearson_12_ij_a_i_d:O-Sb-Sr-Tm,3.4885,0.0601,3.53
wbm-4-29178,Cs4 P2 Ir2,A2BC_pearson_38_de_c_ab:Cs-Ir-P,0.2195,0.0466,0.23
mp-29075,Ga6 Bi10 Cl24,A5B12C3_pearson_167_ce_2f_e:Bi-Cl-Ga,2.3407,0.2687,1.8019
mp-770949,Li4 V2 P2 C2 O14,AB2C7DE_pearson_4_a_2a_7a_a_a:C-Li-O-P-V,2.1538,0.4481,2.2504
mp-1209503,Rb8 Zr6 Mn1 Br20,A20BC8D6_pearson_225_ceh_a_f_e:Br-Mn-Rb-Zr,0.178,0.0763,0.1599
wbm-1-40236,Zr1 Sn1 O3,A3BC_pearson_38_ae_a_b:O-Sn-Zr,2.1532,0.1344,2.07
wbm-2-6930,Rb1 Eu1 Br3,A3BC_pearson_8_ab_a_a:Br-Eu-Rb,0.6968,0.0765,0.62
wbm-1-31632,Yb2 Br1 N1,ABC2_pearson_166_a_b_c:Br-N-Yb,2.1928,0.0819,2.29
wbm-3-36355,Li2 Zr1 Ge1 O4,AB2C4D_pearson_42_a_b_cd_a:Ge-Li-O-Zr,2.8228,0.2091,2.4
mp-29408,Al2 Se2 Br14,AB7C_pearson_7_a_7a_a:Al-Br-Se,1.4832,0.1089,2.1777
wbm-1-22671,K2 Zn1 Sn1 Se4,A2B4CD_pearson_121_c_i_a_b:K-Se-Sn-Zn,1.6125,0.1156,1.72
mp-1209866,Nd1 Zr3 F15,A15BC3_pearson_160_3bc_a_b:F-Nd-Zr,4.6079,0.3015,5.7773
wbm-3-64640,Rb4 Ce2 S6,AB2C3_pearson_63_c_g_ce:Ce-Rb-S,0.9442,0.084,1.06
wbm-3-45844,Na2 Fe1 Pb1 S4,AB2CD4_pearson_82_a_bc_d_g:Fe-Na-Pb-S,0.0275,0.0211,0.11
mp-780387,Yb4 Hf4 O12,AB3C_pearson_62_a_cd_c:Hf-O-Yb,4.4949,0.121,4.5175
mp-28545,Rb4 Li4 O4,ABC_pearson_62_c_c_c:Li-O-Rb,2.45,0.1529,2.2574
mp-555123,K1 Mn1 F3,A3BC_pearson_221_c_a_b:F-K-Mn,2.481,0.3045,3.1383
mp-3006,P2 Pd3 S8,A2B3C8_pearson_164_d_e_di:P-Pd-S,0.9383,0.0601,1.6807
wbm-1-30509,Sr3 Zn1 N2 O1,A2BC3D_pearson_123_g_c_ah_b:N-O-Sr-Zn,0.6894,0.1379,0.87
wbm-1-38829,Hf1 Pb1 O3,AB3C_pearson_38_a_bd_b:Hf-O-Pb,3.2372,0.0663,2.67
mp-1008786,Mg1 Te1,AB_pearson_225_a_b:Mg-Te,2.3109,0.2036,0.6289
mp-628633,Se16 S8 N16 Cl8,AB2CD2_pearson_61_c_2c_c_2c:Cl-N-S-Se,1.9661,0.1313,1.4528
mp-1114514,Rb2 Sc1 Tl1 I6,A6B2CD_pearson_225_e_c_a_b:I-Rb-Sc-Tl,2.2663,0.0534,2.4173
mp-6119,Na2 Nd2 Ti3 O10,A2B2C10D3_pearson_139_e_e_c2eg_ae:Na-Nd-O-Ti,2.0288,0.0575,2.0458
mp-1521037,Sr1 Eu1 Y1 Nb1 O6,ABC6DE_pearson_216_c_a_f_d_b:Eu-Nb-O-Sr-Y,0.3139,0.0781,0.3205
wbm-3-56435,Sr1 Np1 P2 O8,AB8C2D_pearson_5_a_4c_c_b:Np-O-P-Sr,0.0526,0.0273,0.24
wbm-1-37053,Ho2 Au2 O4,ABC2_pearson_194_c_a_f:Au-Ho-O,2.5609,0.0633,2.54
mp-1204592,Pb4 S12 O40,A10BC3_pearson_60_5d_c_cd:O-Pb-S,0.7501,0.2537,4.7879
mp-1019608,Cs24 B8 O24,AB3C3_pearson_55_gh_efghi_gh2i:B-Cs-O,2.9637,0.1375,2.4689
wbm-3-50536,K2 Tb2 O4,AB2C_pearson_141_a_e_b:K-O-Tb,3.2427,0.0441,3.21
wbm-3-69132,Si2 S5,A5B2_pearson_1_5a_2a:S-Si,1.7655,0.0833,1.55
mp-1196989,Zn2 P4 H16 O20,A8B10C2D_pearson_14_4e_5e_e_a:H-O-P-Zn,4.1014,0.4526,4.7637
mp-752851,Ca4 Si2 B4 O14,A2B2C7D_pearson_113_e_e_cef_a:B-Ca-O-Si,5.0022,0.0978,5.6835
mp-1216456,V2 Cu24 As6 S32,A3B12C16D_pearson_161_b_4b_a5b_a:As-Cu-S-V,0.137,0.0506,0.3659
wbm-3-19237,Rb2 Cu4 Br6,A3B2C_pearson_11_3e_f_e:Br-Cu-Rb,1.5546,0.0625,1.45
mp-1226748,Ce2 Zr1 O6,A2B6C_pearson_139_e_dg_a:Ce-O-Zr,2.1657,0.0725,2.1922
mp-1224322,Ho2 In2 Ge4 O14,A2BCD7_pearson_5_2c_c_c_ab6c:Ge-Ho-In-O,2.7979,0.1115,2.6558
mp-1102077,Na2 Al2 F8,AB4C_pearson_63_c_acf_c:Al-F-Na,6.4506,0.1566,6.6775
wbm-1-40972,Cs1 Na1 Mo1 O4,ABCD4_pearson_216_a_b_c_e:Cs-Mo-Na-O,3.8285,0.1164,4.13
mp-1209146,Ti1 Hg3 O3,A3B3C_pearson_8_ab_ab_a:Hg-O-Ti,1.5488,0.1818,0.662
mp-540862,Ba4 Ca2 Mg2 Al4 F28,A2B2CD14E_pearson_15_f_f_e_7f_a:Al-Ba-Ca-F-Mg,6.9288,0.119,7.1835
mp-1195317,Ba6 B6 Pb4 Cl2 O18,A3B3CD9E2_pearson_20_ac_a2b_b_a4c_c:B-Ba-Cl-O-Pb,3.3575,0.0867,3.3657
mp-763933,Li6 Cr2 Fe6 O16,AB3C3D8_pearson_186_b_c_c_ab2c:Cr-Fe-Li-O,1.5723,0.1821,0.6261
mp-9055,Li2 Al2 Pd2 F12,AB6CD_pearson_163_c_i_d_b:Al-F-Li-Pd,2.0949,0.0741,1.0549
wbm-2-30025,Cs1 Na2 Cl3,A3BC2_pearson_71_af_b_e:Cl-Cs-Na,4.7213,0.0917,4.67
wbm-1-15731,Ba1 In1 F6,AB6C_pearson_166_a_h_b:Ba-F-In,5.1885,0.1358,0.01
mp-1220788,Na6 Cd1 Sn4 S12,AB6C12D4_pearson_12_a_ij_2i2j_gh:Cd-Na-S-Sn,1.2793,0.1115,1.2949
mp-771072,Li3 V3 Fe1 O8,AB3C8D3_pearson_12_a_cf_2ij_be:Fe-Li-O-V,0.3182,0.2312,0.7705
mp-1176486,Mn2 V3 Sn1 P6 O24,A2B24C6DE3_pearson_146_2a_8b_2b_a_3a:Mn-O-P-Sn-V,0.0829,0.0418,0.0292
mp-551736,K4 C1 O4,AB4C4_pearson_215_a_e_e:C-K-O,1.8793,0.3861,2.3025
mp-8351,Na4 Al4 Si4 O16,ABC4D_pearson_198_a_a_ab_a:Al-Na-O-Si,4.2853,0.1076,4.4914
mp-1196739,K8 Sn4 H8 O4 F24,A6B2C2DE_pearson_70_3h_h_ef_e_g:F-H-K-O-Sn,4.147,0.1531,4.1531
mp-1239311,Ca4 Bi4 Mo4 O20,ABCD5_pearson_14_e_e_e_5e:Bi-Ca-Mo-O,1.657,0.1644,1.6204
mp-1191653,Li18 As6,AB3_pearson_165_f_bdg:As-Li,0.8595,0.0558,0.39
mp-600027,Si12 O24,A2B_pearson_63_2ce2gh_3g:O-Si,6.0249,0.1243,5.5226
wbm-1-58066,Ti3 Te1 I7,A7BC3_pearson_156_a2d_b_d:I-Te-Ti,0.2204,0.0557,0.51
mp-1209760,Rb4 Cu4 P12 O36,AB9C3D_pearson_14_ac_9e_3e_e:Cu-O-P-Rb,0.8048,0.1097,0.8581
wbm-1-52451,Rb1 Dy1 Se2,ABC2_pearson_166_a_b_c:Dy-Rb-Se,2.0013,0.0403,1.94
mp-625870,V3 H4 O8,A4B8C3_pearson_8_4a_8a_3a:H-O-V,1.4926,0.2916,0.8514
wbm-3-52554,Tm1 Lu1 O4,AB4C_pearson_12_a_2i_d:Lu-O-Tm,0.7712,0.471,0.49
wbm-4-2257,K2 Al2 I8,AB4C_pearson_88_a_f_b:Al-I-K,3.0897,0.0757,2.89
wbm-1-14750,Sn4 F8,A2B_pearson_129_acf_2c:F-Sn,2.8487,0.1176,3.13
wbm-1-47374,Rb4 Sn2 Sb4,A2B2C_pearson_72_j_j_a:Rb-Sb-Sn,0.5118,0.0618,0.63
mp-866665,Li2 Mg2 B6 H36 N4,A3B18CDE2_pearson_173_c_6c_a_b_2b:B-H-Li-Mg-N,4.6132,2.1579,6.5113
mp-547792,K2 Sb2 O6,AB3C_pearson_148_c_f_c:K-O-Sb,2.6402,0.0768,2.6838
mp-570223,Cs1 Ge1 Br3,A3BC_pearson_221_c_a_b:Br-Cs-Ge,0.6851,0.0799,2.1234
mp-1112403,Na2 Cu1 Sb1 F6,AB6C2D_pearson_225_a_e_c_b:Cu-F-Na-Sb,0.7947,0.092,0.6049
wbm-2-15236,Th2 Pd2 F8,A4BC_pearson_12_2ij_ab_h:F-Pd-Th,0.3874,0.0438,0.58
mp-558443,Na8 U2 Mo8 O32,A4B4C16D_pearson_88_f_f_4f_a:Mo-Na-O-U,3.1635,0.1147,0.0376
mp-989591,K2 Br1 Cl6 F1,AB6CD2_pearson_225_a_e_b_c:Br-Cl-F-K,1.1331,0.1073,1.2492
mp-1245813,Hf2 Mg2 N4,ABC2_pearson_141_a_b_e:Hf-Mg-N,1.5881,0.0803,0.8472
mp-1204881,Cs2 Mn2 Ga4 P6 H8 O28,AB2C4DE14F3_pearson_15_e_f_2f_e_7f_ef:Cs-Ga-H-Mn-O-P,2.6965,0.4368,3.3475
wbm-3-33161,Ba2 H2 Br4,AB2C_pearson_194_b_f_c:Ba-Br-H,0.3931,0.0613,0.16
mp-1181155,H4 N4 O4,ABC_pearson_15_f_2e_f:H-N-O,3.8794,0.179,3.1096
mp-752972,Na2 V6 O16,AB8C3_pearson_11_e_8e_3e:Na-O-V,1.8727,0.1208,1.8435
mp-1190209,Rb2 Hf4 Br18,A9B2C_pearson_13_e4g_g_f:Br-Hf-Rb,3.2533,0.373,3.1699
mp-758103,Y4 H8 C8 O24,A2B2C6D_pearson_20_2c_2c_2a5c_2a:C-H-O-Y,4.5208,0.2401,3.4584
mp-567278,Sr1 Si6 N8,A8B6C_pearson_44_cde_ce_a:N-Si-Sr,2.8208,0.1792,3.2765
wbm-1-9877,Zr4 Cl8,A2B_pearson_11_4e_2e:Cl-Zr,0.641,0.1868,0.62
wbm-1-43505,Cr2 Bi1 Au1 O8,ABC2D8_pearson_82_a_c_bd_2g:Au-Bi-Cr-O,0.9098,0.0823,0.92
wbm-2-40368,Rb2 Te4 Pd3,A3B2C4_pearson_69_ac_g_n:Pd-Rb-Te,0.5289,0.0809,0.55
wbm-2-31010,Na1 Pr1 Te2,ABC2_pearson_225_a_b_c:Na-Pr-Te,0.1779,0.0845,0.04
mp-558621,Ce4 B12 O24,A3BC6_pearson_14_3e_e_6e:B-Ce-O,0.2451,0.1616,0.0106
wbm-2-36234,Yb1 Bi2 O6,A2B6C_pearson_162_c_k_b:Bi-O-Yb,0.735,0.0849,0.83
wbm-3-52309,Pd2 O8,A4B_pearson_9_4a_a:O-Pd,0.167,0.0706,0.43
wbm-2-15432,Cr1 Pb2 F6,AB6C2_pearson_2_a_3i_i:Cr-F-Pb,3.0939,0.0852,2.97
wbm-1-9834,Hf2 Se4 Cl4,A2BC2_pearson_2_2i_i_2i:Cl-Hf-Se,1.6229,0.06,1.53
wbm-1-3709,Rb4 As4 Se8,ABC2_pearson_9_2a_2a_4a:As-Rb-Se,1.3504,0.0856,1.68
mp-1095798,Cu1 Ni1 Pd2,ABC2_pearson_71_a_b_e:Cu-Ni-Pd,0.2398,0.0897,0.0253
wbm-3-64151,Ba2 Nd2 Cu2 S6,ABCD3_pearson_63_c_c_a_cf:Ba-Cu-Nd-S,1.1506,0.0356,1.14
mp-1176407,Na4 Co6 O8,A3B2C4_pearson_15_ef_f_2f:Co-Na-O,0.8341,0.202,0.9356
mp-767778,Li4 V6 Si6 O20,A2B10C3D3_pearson_15_f_5f_ef_cf:Li-O-Si-V,0.578,0.202,1.925
wbm-2-5148,Cu1 Sn1 B2 O6,A2BC6D_pearson_2_i_b_3i_c:B-Cu-O-Sn,0.1725,0.06,0.5
mp-1203156,Y8 Cd8 Bi8 O32,ABC4D_pearson_141_h_f_ghi_g:Bi-Cd-O-Y,2.7729,0.087,2.0854
wbm-4-11193,V1 Au1 F6,AB6C_pearson_148_a_f_b:Au-F-V,0.5385,0.082,0.75
mp-1210742,Na2 Sb2 O24,AB12C_pearson_86_a_3g_b:Na-O-Sb,0.1665,0.1406,0.6354
mp-1103852,Co2 Rh4 S8,AB2C4_pearson_227_a_d_e:Co-Rh-S,0.3973,0.0535,0.0387
mp-756743,Li6 Cr2 Cl2 O8,ABC3D4_pearson_129_c_a_ce_i:Cl-Cr-Li-O,0.1406,0.0909,2.6207
wbm-2-36968,Zr2 Br6 O2,A3BC_pearson_2_3i_i_i:Br-O-Zr,0.7792,0.6107,1.8
mp-1079126,Eu2 Fe1 H6,A2BC6_pearson_225_c_a_e:Eu-Fe-H,0.3946,0.0801,0.0282
wbm-1-7173,Ho2 C1 Cl2,AB2C2_pearson_164_a_d_d:C-Cl-Ho,0.9889,0.0579,0.97
mp-1111374,K3 Sb1 Cl6,A6B3C_pearson_225_e_ac_b:Cl-K-Sb,3.4071,0.0437,3.411
mp-779878,Na8 Bi4 P2 C8 O32,A2B4C4D16E_pearson_70_c_h_ef_4h_b:Bi-C-Na-O-P,0.076,0.0272,0.0695
mp-1517794,Ba1 Sm1 Cr1 Sn1 O6,ABC6DE_pearson_216_c_a_f_d_b:Ba-Cr-O-Sm-Sn,2.0351,0.0826,1.9597
wbm-2-15228,La2 Pd2 F8,A4BC_pearson_140_l_a_d:F-La-Pd,0.8297,0.0915,0.74
wbm-4-26386,Nd2 Co1 Cu1 O6,ABC2D6_pearson_148_a_b_c_f:Co-Cu-Nd-O,0.3599,0.0744,0.34
wbm-1-15975,Mn1 Bi1 F6,AB6C_pearson_2_b_3i_c:Bi-F-Mn,1.2446,0.1862,0.58
mp-561127,K4 Ce2 N12 O36,AB2C6D18_pearson_14_a_e_3e_9e:Ce-K-N-O,1.2959,0.2476,1.4649
mp-685935,Cd2 Ge2 O6,ABC3_pearson_36_a_a_ab:Cd-Ge-O,1.8097,0.137,1.7245
mp-569450,Li2 B12 C2,A6BC_pearson_38_2c2df_c_e:B-C-Li,1.4571,0.3099,1.4217
mp-753239,Li2 Sn2 P2 H2 O10,ABC5DE_pearson_2_i_i_5i_i_be:H-Li-O-P-Sn,2.4023,0.2458,2.3396
wbm-1-50171,Sn1 Hg2 S4,A2B4C_pearson_82_ac_g_b:Hg-S-Sn,0.8587,0.0931,0.79
wbm-1-42042,Ba3 W1 O6,A3B6C_pearson_148_ac_f_b:Ba-O-W,3.1527,0.0683,3.25
mp-26992,Co4 P12 O36,AB9C3_pearson_19_a_9a_3a:Co-O-P,1.6086,0.7433,1.2057
wbm-3-23140,Na1 Mn1 F6,A6BC_pearson_166_h_a_b:F-Mn-Na,1.0944,0.3103,0.29
mp-1210660,Na4 Fe4 S8 O32,ABC8D2_pearson_62_c_c_4c2d_2c:Fe-Na-O-S,2.3964,0.4551,2.1127
mp-1209370,Rb4 Ti8 O18,A9B2C4_pearson_12_9i_2i_4i:O-Rb-Ti,3.1236,0.0775,3.0481
wbm-1-2442,K1 Al1 P2 S7,ABC2D7_pearson_5_a_b_c_a3c:Al-K-P-S,2.2376,0.3162,2.55
mp-1207649,Y3 Fe9 B12 O36,A4B3C12D_pearson_152_2ac_bc_2a5c_b:B-Fe-O-Y,2.3033,0.0885,2.3578
wbm-3-37191,Cs2 Li2 Mg2 O4,ABCD2_pearson_12_i_i_i_2i:Cs-Li-Mg-O,3.2013,0.1387,3.33
wbm-1-16483,K3 Ce1 F7,AB7C3_pearson_8_a_3a2b_ab:Ce-F-K,2.5962,0.1138,2.68
wbm-2-5194,Mn1 B2 Pb1 O6,A2BC6D_pearson_148_c_a_f_b:B-Mn-O-Pb,1.2231,0.0781,1.16
mp-1203649,Zn4 C16 N8 O24,A4B2C6D_pearson_34_2a2b2c_2c_6c_c:C-N-O-Zn,2.641,0.3725,3.6077
mp-780581,Fe8 O6 F10,A5B4C3_pearson_12_3ij_ef2i_ij:F-Fe-O,1.3329,0.4722,0.1125
mp-755734,Li3 Ti1 Fe4 O8,A4B3C8D_pearson_12_ade_cf_2ij_b:Fe-Li-O-Ti,0.4465,0.4769,0.3874
wbm-2-15115,Rb2 V2 F6,A3BC_pearson_221_c_a_b:F-Rb-V,1.5428,0.1318,2.45
wbm-5-7277,Pr2 Se2 F2,ABC_pearson_129_a_c_c:F-Pr-Se,0.9403,0.0438,0.93
mp-1253073,Al1 Sn1 F5,AB5C_pearson_71_a_ceg_b:Al-F-Sn,3.1814,0.0997,3.796
wbm-3-4972,Al4 P4 Se4,ABC_pearson_198_a_a_a:Al-P-Se,1.2249,0.0669,1.19
mp-774245,Li5 Mn5 Ni2 O12,A5B5C2D12_pearson_5_a2c_a2bc_ab_6c:Li-Mn-Ni-O,0.5643,0.1934,0.4973
mp-1247558,K1 Fe1 N1,ABC_pearson_160_a_a_a:Fe-K-N,1.3061,0.1081,0.4474
wbm-4-28984,Yb2 Ag1 P1,ABC2_pearson_225_a_b_c:Ag-P-Yb,0.0417,0.029,0.23
mp-541863,Zn1 Hg1 C4 S4 N4,A4BC4D4E_pearson_82_g_a_g_g_c:C-Hg-N-S-Zn,2.7935,0.1117,2.5343
mp-1201604,Cd16 B8 O32,AB2C4_pearson_203_e_cf_eg:B-Cd-O,2.1068,0.3826,1.2871
mp-553310,Cs2 Cu2 O4,ABC2_pearson_63_c_c_f:Cs-Cu-O,1.2713,0.0805,0.9938
mp-770871,Li12 Cr4 O14,A2B6C7_pearson_13_g_3g_e3g:Cr-Li-O,0.8629,0.1082,1.521
mp-757037,Li2 Fe2 Si6 O16,ABC8D3_pearson_2_i_i_8i_3i:Fe-Li-O-Si,3.3758,0.4169,3.3579
mp-3928,Na10 P6 O20,A5B10C3_pearson_15_c2f_5f_ef:Na-O-P,4.4139,0.1624,4.5378
wbm-1-1988,Al2 Cu2 Br8,AB4C_pearson_112_b_n_e:Al-Br-Cu,2.228,0.0545,2.16
wbm-4-26113,Ba1 Ta2 O6,AB6C2_pearson_12_a_3i_i:Ba-O-Ta,3.907,0.1188,3.98
wbm-3-40081,Cs4 Mg2 Sn2,A2BC_pearson_63_g_a_c:Cs-Mg-Sn,0.0618,0.0359,0.3
mp-1522207,Na1 Pr1 Hf1 Ti1 O6,ABC6DE_pearson_216_a_c_f_d_b:Hf-Na-O-Pr-Ti,2.2563,0.0569,2.2549
mp-19403,Ba2 Ca1 Mo1 O6,A2BCD6_pearson_225_c_a_b_e:Ba-Ca-Mo-O,2.2589,0.059,2.2862
mp-1101430,Ni2 H24 S4 O28,A12BC14D2_pearson_14_6e_a_7e_e:H-Ni-O-S,2.7326,1.3072,0.2335
mp-776026,Li8 Fe8 F24,A3BC_pearson_86_3g_g_abc:F-Fe-Li,2.6816,0.1651,3.1084
mp-1224514,Ge1 Te5 Pb4,AB4C5_pearson_166_a_2c_b2c:Ge-Pb-Te,0.6504,0.0577,0.6537
mp-1008809,Pt1 N2,A2B_pearson_187_h_a:N-Pt,1.3728,0.0719,0.1083
mp-558432,Na24 P8 S16 O16,A3B2CD2_pearson_61_3c_2c_c_2c:Na-O-P-S,3.8544,0.3175,3.2872
mp-1218488,Sr3 La1 C2 N4 F5,A2B5CD4E3_pearson_8_b_3ab_a_2b_ab:C-F-La-N-Sr,0.6036,0.1648,3.7206
mp-754368,Na2 Sb2 O4,AB2C_pearson_15_e_f_e:Na-O-Sb,2.0429,0.0963,1.6619
wbm-3-53438,Tm2 Co1 Ge1 O6,ABC6D2_pearson_5_a_b_3c_c:Co-Ge-O-Tm,2.4595,0.1066,1.88
mp-754874,Cr6 O16,A3B8_pearson_58_ag_2gh:Cr-O,0.7984,0.3023,0.3294
mp-1104261,Li2 Fe2 P2 O8,ABC4D_pearson_2_ab_i_4i_i:Fe-Li-O-P,2.9228,0.6249,3.2893
mp-1237097,Be4 Ni2 N4 O12 F16,A2B8C2DE6_pearson_14_e_4e_e_a_3e:Be-F-N-Ni-O,0.8349,0.3776,0.4171
wbm-3-56027,Er2 Sn2 O7,A2B7C2_pearson_12_h_aij_i:Er-O-Sn,2.4481,0.0699,2.48
mp-552552,Na4 C1 O4,AB4C4_pearson_160_a_ab_ab:C-Na-O,1.8699,0.248,1.5445
wbm-1-14777,Ba1 Tl1 F3,AB3C_pearson_160_a_b_a:Ba-F-Tl,4.324,0.2003,4.52
mp-505357,In16 Se16 I16,ABC_pearson_88_2f_2f_2f:I-In-Se,1.3008,0.0751,1.4358
mp-1018019,Pb2 S2,AB_pearson_194_a_c:Pb-S,0.3971,0.0773,0.0325
wbm-3-50165,Rb2 Al2 O4,AB2C_pearson_63_c_f_c:Al-O-Rb,2.4202,0.1111,2.01
