material_id,formula,bandgap_pred_n0,bandgap_target
wbm-3-2972,Pu1 Al5 Fe2,0.0006,0.0
mp-1208927,Sr4 Er2 Ta2 O12,3.9974,3.8744
mp-1220104,Np1 Al8 Cr4,0.0006,0.0
wbm-1-19117,Tm1 Ga1 Au2,0.0006,0.0
mp-30489,La4 Cd34,0.0006,0.0
wbm-1-17874,Cd2 Fe1 Rh1,0.0006,0.0
wbm-4-7269,Y3 Co2 Pb3,0.0005,0.0
wbm-3-21360,Tb1 Cu1 Sn6,0.0006,0.0
mp-775990,Fe3 Ni2 Sn1 P6 O24,0.0005,0.0
wbm-3-49128,Ni2 Ge6,0.0006,0.0
wbm-2-4920,Yb2 Mn4 B4,0.0006,0.0
wbm-5-3833,Ca1 Tm1 Pb2,0.0006,0.0
mp-11456,Hf4 Pt12,0.0006,0.0
mp-19721,Gd2 Nb2 O8,3.0277,0.2109
wbm-1-35957,Rb2 Ni1 Se2,0.3602,0.44
wbm-1-4849,Ti2 B1 C2,0.0006,0.0
wbm-3-32253,Tm2 H6 Pd2,0.0006,0.0
wbm-2-34330,Cs2 Sr2 Pd2 O6,0.0007,0.0
mp-1025459,Hf2 Te6,-0.0019,0.0
wbm-5-5043,Mn2 Cr3 Ga3,0.0005,0.0
wbm-1-40586,Cu2 Ru2 O8,0.0006,0.0
wbm-3-17408,Er3 Co1 Ni2,0.0006,0.0
wbm-2-9805,La3 Cd3 In3,0.0006,0.0
wbm-3-34918,K4 Er2 Se6,0.0007,0.0
wbm-1-20520,Li2 Cd2 H6,2.9017,1.22
mp-1215991,Y1 Ti1 Co11,0.0006,0.0
wbm-3-63716,Cs4 Ni2 S4,0.2066,0.0
wbm-5-14276,Na1 Zn1 Ga1 Rh1,0.0005,0.0
wbm-2-40827,U2 Sn1 Rh3,0.0006,0.0
wbm-3-1106,Yb6 Al2 Ni1,0.0006,0.0
mp-556316,Ba6 Na2 Bi2 O12,1.8461,1.769
wbm-3-30033,La4 Ge4 Rh2,0.0006,0.0
wbm-1-36912,As2 O4 F2,2.299,1.72
mp-556537,Si12 O24,4.2977,4.5414
wbm-3-30856,Tl2 Ge2 Br6,1.9047,1.88
wbm-3-53899,La1 Eu2 W1 O6,0.0005,0.0
wbm-3-7392,Ho1 B2 Os3,0.0005,0.0
wbm-4-25492,La1 Cu2 P2 Se2 O4,0.0005,0.0
mp-540179,Li4 Cr6 P8 O28,2.7054,2.1867
mp-17297,Na6 Ge3 F18,5.8873,5.7876
wbm-4-1559,Th1 Al5 Ir2,0.0006,0.0
mp-20127,Np2 As2 Se2,0.0006,0.0
mp-644492,Lu2 Nb2 O8,3.5495,3.4114
mp-28571,La4 Br10,2.8059,0.2976
mp-1244569,Mo4 O10,0.0042,1.5102
wbm-3-41021,Yb2 Mn4 Au2,0.0005,0.0
wbm-1-41291,Sr2 Si2 O8,0.0008,0.0
wbm-1-21600,Hf1 Ta2 Ir1,0.0005,0.0
mp-1188211,U4 Si10 Ru6,0.0006,0.0
wbm-1-26652,Li1 Pu1 Tl2,0.0006,0.0
mp-559263,K2 Li4 U1 O6,2.1623,2.1555
mp-542974,K12 Nd4 P8 S32,2.3042,2.4434
wbm-3-42087,Mn1 Ag2 Ge1,0.0005,0.0
wbm-4-16081,Gd2 Re1 H6,0.0006,0.0
wbm-5-7555,Pr1 Hf1 Fe2,0.0006,0.0
wbm-2-31983,Y2 Ni3,0.0006,0.0
wbm-1-50302,Tl2 Zn3 S6,0.4234,0.0
wbm-5-20239,Ce2 Si2 Cu2,0.0006,0.0
wbm-5-22597,Hf2 Zn4 Rh2,0.0006,0.0
wbm-1-23913,Li2 La1 Ti2 O7,0.0005,0.0
wbm-1-59787,Y3 Cd3 Ag3,0.0006,0.0
wbm-3-7794,Yb2 Cd1 B2 O6,3.227,3.07
mp-1095186,K1 Np2 Se6,0.0006,0.0
wbm-3-64839,V4 Ge1 S3,0.0005,0.0
mp-601273,Sc6,0.0006,0.0
wbm-3-34028,Er2 In3 Pt2,0.0006,0.0
mp-1178510,Ba1 Pd1 O3,0.0006,0.0
wbm-5-10767,K1 Tm1 Ni2 As2,0.0005,0.0
mp-13415,Ta6 B4,0.0006,0.0
mp-1187646,Yb1 Ho1 Pd2,0.0005,0.0
wbm-3-51175,Nd1 Eu1 O3,0.0006,0.0
wbm-5-11550,Lu4 Pt4,0.0006,0.0
wbm-1-55093,Y4 Mn4 Si4,0.0006,0.0
wbm-3-67727,Th1 Sn1 Se2,0.0006,0.0
wbm-2-37259,K2 Ca4 O2,0.0008,0.0
mp-1211838,K3 Rh1 F6,2.0798,2.0571
wbm-1-27940,Mg1 Ga1 Os2,0.0005,0.0
wbm-4-38291,V1 Co1 Se4,0.0006,0.0
wbm-3-33987,Np1 U1 In2,0.0006,0.0
mp-1208906,Sn4 I2 F4,1.9699,0.0
wbm-2-20651,Pr4 Ge4 Pd4,0.0005,0.0
mp-760911,Na4 V4 P4 O20,1.9139,1.6668
wbm-3-7465,Nb3 Co2 B2 N3,0.0006,0.0
wbm-5-18924,Sc2 In1 Pd3,0.0006,0.0
mp-7108,Tm1 Si2 Pt2,0.0006,0.0
mp-10564,Sr1 N2,0.0006,0.0
wbm-4-3063,Th2 As4 Ir2,0.0006,0.0
mp-20052,Li4 Mn4 As4 O16,1.821,1.6879
mp-763619,Li4 Fe2 Si4 O12,3.0783,3.3925
wbm-5-18922,Sc2 Ni1 Rh2,0.0006,0.0
mp-1218546,Sr4 Ca1 Y1 Ga2 Cu4 O14,0.0006,0.0
wbm-1-14690,Eu2 Os4,0.0006,0.0
mp-1218687,Sr4 La1 Co5 O15,0.0005,0.0
wbm-1-19358,La1 Ge2 Rh3,0.0006,0.0
mp-1076603,La5 Sm3 Cr8 O24,1.1579,1.9166
wbm-2-4845,Th1 Cu2 B2,0.0005,0.0
wbm-2-26297,Tb1 Mg1 Mn2,0.0005,0.0
wbm-4-8589,Cr1 Fe1 Ni2,0.0006,0.0
wbm-1-32369,V3 Pd1 N1,0.0006,0.0
wbm-1-16319,Sb1 Pb1 F6,0.0008,0.0
mp-1094963,Ce2 Mg2,0.0006,0.0
wbm-1-25346,Li1 Tl1 Ir2,0.0006,0.0
mp-555093,Cu2 B8 O14,0.8911,0.2332
wbm-4-11991,Tb3 Fe3 Ge2 Ir1,0.0005,0.0
wbm-5-7757,Yb2 In1 Fe3,0.0006,0.0
wbm-3-58814,Th1 Mn1 P1,0.0006,0.0
wbm-5-8176,Hf1 Fe1 Ru1 Ir1,0.0006,0.0
mp-1212797,Eu4 Ti3 O10,0.0005,0.0
wbm-2-21193,Pu2 H3 Br1,0.0006,0.0
mp-1220637,Nb3 Al1 Sn1 Mo3,0.0006,0.0
mp-770996,Cs8 Ce4 O12,0.0006,1.8531
wbm-5-13935,Th2 Ir2 N2,0.0006,0.0
wbm-2-44668,Ba1 Au2 Se2,0.0006,0.0
wbm-2-34485,Ca2 Rh1 O4,0.0006,0.0
wbm-1-16480,Ca3 F7,0.001,1.14
wbm-4-9462,In1 Cu8,0.0006,0.0
wbm-1-672,Al2 Ga1 Au1,0.0006,0.0
wbm-3-40267,Mg1 Zn2 As2,0.0005,0.0
wbm-3-19003,Yb4 Cr4 Sn4,0.0005,0.0
wbm-2-4085,Hf4 As4 Au4,0.0006,0.0
mp-775788,Hf16 N16 O8,1.1476,1.3551
wbm-3-51122,Na4 Pr2 O6,0.0009,0.0
wbm-2-12037,Er2 Co1 Rh1,0.0005,0.0
wbm-5-8713,Tb2 Ga2 Ge2,0.0006,0.0
wbm-3-37112,Li1 Mn1 In1 Ir1,0.0006,0.0
wbm-1-5480,U3 Tl1 B1,0.0006,0.0
mp-1518039,Ba4 Na4 Eu4 W4 O24,0.0005,0.0
mp-1189348,K2 Te1 I2 O12,2.7401,0.0
mp-1184093,Dy1 Th3,0.0006,0.0
mp-1209652,Rb4 Nb6 Br18,1.0868,1.1184
wbm-3-17581,Th4 Co2 Rh4,0.0006,0.0
wbm-1-12235,Zr1 Co1 Au2,0.0006,0.0
mp-1196935,U4 B16 Os16,0.0006,0.0
wbm-3-59897,Ho1 In1 Pd4,0.0005,0.0
wbm-5-735,Dy3 Al3 Si2 Ru1,0.0005,0.0
wbm-5-17022,Cd4 Pd2,0.0005,0.0
mp-1208565,Tb2 Hf2 O28,0.0006,0.0
wbm-3-76837,Ta2 Zn2 In1,0.0006,0.0
wbm-3-2391,Lu3 Al3 Zn1 Sn2,0.0005,0.0
wbm-4-33886,Sc1 Fe2 Ni1,0.0006,0.0
mp-1101425,Ni6 O2 F10,0.7259,0.5804
wbm-1-33571,Na2 Nb2 Cu2 S6,0.0006,0.0
wbm-1-53966,Y2 Si4 Ag2,0.0006,0.0
mp-29163,Ag4 Te2 S6,1.1022,1.3065
mp-1210106,Na1 C2,0.0005,0.0203
wbm-5-3663,Ca1 Pr1 Fe2,0.0006,0.0
wbm-3-31652,Yb1 Ag2 Ge1 Se4,0.2177,0.06
mp-1211702,K2 Rb1 Dy1 V2 O8,3.5757,3.4326
wbm-4-38631,Y1 Cd3 Au2,0.0006,0.0
wbm-3-22122,Na2 Eu2 F8,0.1232,0.0
wbm-4-8999,Pr1 Cd3 Cu2,0.0006,0.0
wbm-1-9931,Ce2 Cl6,0.0006,0.03
wbm-5-20617,In2 Si2 Rh4,0.0006,0.0
mp-6693,Ca2 Zn2 Si4 O12,4.2487,4.0611
mp-1183388,Ba2 Eu6,0.0006,0.0
wbm-4-6709,Rb3 Nb1 Cl6,0.0006,0.0
wbm-2-6476,Eu3 Sn1 B1,0.0006,0.0
wbm-2-42427,Cs2 Nd2 Hg2 S6,1.8666,1.88
wbm-3-19935,La1 Cu3 Au2,0.0006,0.0
wbm-2-10729,Ni4 Te4 Cl4,0.0006,0.0
wbm-2-45777,Sr2 Mn4 Si4,0.0005,0.0
wbm-4-19008,Mg4 Ni2 Ge4,0.0005,0.0
wbm-1-19431,Ge4 W2,0.0006,0.0
mp-1232212,Yb8 Mg4 Se16,0.6833,1.3376
wbm-1-58216,Ti4 Cu8 As4,0.0006,0.0
mp-1215821,Y1 Zr2 Co9,0.0006,0.0
mp-1096513,Ta2 Cu1 Re1,0.0005,0.0073
mp-17862,Ag6 Ge10 P12,0.0006,0.5766
wbm-4-3704,Pr3 Fe7 B2,0.0006,0.0
mp-1257214,Ca4 Al2 Fe2 O10,0.0005,0.7292
wbm-4-18626,Li1 Th1 Zn2 P2,0.0006,0.0
mp-557309,Na6 Li2 W2 O10,4.494,3.8317
wbm-1-54198,Sc2 Si6 Pt2,0.0006,0.0
mp-19863,K2 Cu1 Pb1 N6 O12,0.0006,0.0
wbm-2-3907,Zr1 As2 Pd2,0.0006,0.0
wbm-3-53053,Ba2 Tb1 Os1 O6,0.0006,0.1
mp-1013560,Ba3 As2,0.1809,0.3556
wbm-3-16531,Co5 As4,0.0006,0.0
mp-17446,Pr4 Pt4 F28,2.3774,2.4542
wbm-2-36336,Cs2 Eu1 Ta2 O7,0.0006,0.0
wbm-3-28048,Er4 Ga6 Pd2,0.0006,0.0
wbm-4-870,La2 Al3,0.0006,0.0
wbm-1-21184,Li1 U2 H1 O3,0.0005,0.0
mp-542734,Rh4 O6,0.0009,0.6724
mp-1076342,Ba7 Sr1 Co1 Cu7 O24,0.0006,0.0
wbm-1-19165,Y1 Ga1 Pd2,0.0005,0.0
wbm-1-275,Yb2 In1 Ag1,0.0006,0.0
wbm-3-43356,Tl3 In7 N2,0.0005,0.0
mp-1218711,Sr10 V6 H2 O26,3.3572,3.9935
wbm-2-40523,Rb1 Te2 Pb1,0.0006,0.0
wbm-3-15254,Dy2 Cl2,0.0006,0.0
wbm-3-46106,Ba2 Na1 Pt1,0.0006,0.0
wbm-3-35423,K1 Gd2 Ni2,0.0006,0.0
mp-771771,Ta8 Pb4 O24,3.8359,3.5547
mp-703684,Mn2 H24 N4 Cl8 O4,1.877,3.6934
wbm-4-21025,Mn5 Fe1,0.0006,0.0
wbm-1-21637,U1 Hg1,0.0006,0.0
wbm-2-19389,Er1 Ag2 Ge2,0.0005,0.0
wbm-4-17596,K2 U2 Te6 Pd2,0.0006,0.0
wbm-1-45944,Nb3 P3 Ru3,0.0006,0.0
wbm-3-47683,Sm2 Ni2 Ge1,0.0006,0.0
mp-1210031,Na4 Sr4 Ga4 F24,6.045,6.0007
wbm-3-40134,Sr4 Mg2 Sn4,0.0005,0.0
wbm-2-5756,Dy1 Al2 Co2 B1,0.0005,0.0
mp-1196336,Cs8 U4 As8 O36,2.2229,2.4834
mp-1198766,Mn4 Se8 O36,0.4043,0.0
wbm-3-44221,Sm2 Mo2 N6,0.831,0.85
wbm-3-22336,Ca1 Cr1 F6,1.4251,1.51
wbm-3-68153,Yb2 Se10,0.0006,0.0
wbm-3-47458,Tm1 Cu1 Ni2,0.0006,0.0
mp-1132,Cd1 O1,0.0005,0.0
wbm-1-56188,Ce1 Sn3,0.0005,0.0
wbm-4-34157,Rb2 Sc2 Au2 Se6,0.0005,0.0
wbm-2-52590,Zr3 Pt5,0.0006,0.0
wbm-3-74796,Ti1 Fe4 Sn1,0.0006,0.0
wbm-4-5296,Mn2 Si2 Ru2 C1,0.0005,0.0
wbm-2-3535,Ti1 Al1 Fe1 Au1,0.0005,0.0
wbm-2-31864,Ho2 Zn1 Ni2,0.0006,0.0
mp-867162,Li1 Tm2 Rh1,0.0006,0.0
wbm-3-16559,Dy1 Co6 As4,0.0006,0.0
wbm-2-8767,Ca1 As1 Rh1,0.0005,0.0
mp-30170,Ba8 Ge40 Pd6,0.0005,0.0
wbm-3-49256,Np1 In5 Ni1,0.0006,0.0
wbm-2-32557,Ga1 Ni1 Se2,0.0007,0.0
mp-22349,Sm1 Fe2 Ge2,0.0005,0.0
wbm-2-37886,La2 P4 Pd4,0.0005,0.0
wbm-1-5586,Ba1 Pt2,0.0005,0.0
wbm-2-42349,Yb4 As1 S3,0.0007,0.0
wbm-2-2485,Al2 Cr2,0.0005,0.0
mp-1223703,K3 Rb3 Zn4 Sn3 Se13,1.9621,1.4283
wbm-3-76734,Ba1 Zn2 Ga1,0.0006,0.0
wbm-1-16820,Fe2 As1,0.0005,0.0
wbm-2-41283,Ba4 Sn4 Rh4,0.0006,0.0
wbm-4-37571,Ti4 Cd2 Pd4,0.0006,0.0
wbm-3-71644,Tm2 Si2 Pd4,0.0006,0.0
mp-1219595,Rb2 Hg2 Sb2 Te6,0.8779,0.5502
wbm-1-39248,Na2 Ti2 O6,0.0006,0.0
wbm-2-10974,Nd4 Co8,0.0006,0.0
mp-1105121,Ti8 Bi1 O7,0.0006,0.0
mp-759132,Li6 V6 O10 F6,1.2135,1.0776
mp-22186,In6 Ge2 Pt1 O9,0.6823,1.7236
wbm-2-34371,V1 Se1 O3,0.0006,0.0
wbm-2-11703,Zr6 Co1 Ge2,0.0006,0.0
wbm-1-60255,Nd1 Zn2 Pt1,0.0005,0.0
wbm-2-36343,Lu2 Fe2 O7,0.0006,0.0
mp-1193472,U4 Co6 O16,0.0005,0.0
wbm-4-26045,Ba2 Lu1 Hg1 O6,0.0007,0.0
mp-1222349,Li2 Ge2 Rh2 O8,0.4867,1.6895
wbm-2-9694,Th2 Cd4 Pt2,0.0006,0.0
mp-13374,La4 Tm4 O12,4.4476,4.3706
wbm-4-36572,Tb1 Ce1 Sn2,0.0006,0.0
wbm-3-5769,Rb2 Al2 Zn2 Se6,1.5391,1.16
wbm-3-33510,Ho2 Bi4,0.0006,0.0
mp-696658,H24 C4 N8 O12,4.2263,4.4527
mp-1060982,Cs1 B1,0.0031,0.0
mp-754337,Li2 V2 F8,2.2195,2.4301
wbm-2-29243,Tb3 Fe2 N6,0.0005,0.0
mp-510056,Ca1 V4 Cu3 O12,0.0005,0.0
mp-27389,K4 Sb8 F28,4.4004,4.1638
wbm-2-4501,Sr4 As4 Os4,0.0006,0.0
wbm-4-14116,Er2 Ga1 Sn1,0.0006,0.0
wbm-3-42151,Sm3 Mn3 Ge3,0.0006,0.0
wbm-2-30808,Na2 Hf2 S4,0.0006,0.0
wbm-2-42351,Au1 S3,0.0006,0.0
wbm-3-45022,Th2 N1 F1,0.0006,0.0
wbm-3-7625,Ta3 B2 Rh2 N3,0.0006,0.0
mp-1189850,H12 C4 Se2 O2,4.7246,4.0239
mp-190,Re1 O3,0.0006,0.0
wbm-3-63215,U4 Sb4 Ru4,0.0006,0.0
mp-16627,Tm2 Al14 Au6,0.0007,0.0
wbm-3-52133,Nd3 Mn1 O4,0.0006,0.0
mp-1312511,Ca4 Fe6 O16,0.0006,0.2746
mp-27303,Na2 Ag6 O4,0.5123,0.7541
mp-972868,Si2 Au6,0.0005,0.0
mp-1247053,Mg2 Ga3 Mo1 S8,0.0965,0.3632
wbm-2-45845,Ba2 Si4 Ni6,0.0006,0.0
wbm-1-26420,Li2 Fe4 Si4,0.0006,0.0
wbm-4-37151,Sr2 Au4,0.0005,0.0
wbm-1-30160,Mo2 Os6,0.0006,0.0
mp-14161,Sr4 Al6 S1 O16,4.7031,4.3989
mp-1198073,Cs4 H16 N4 F8,4.4102,5.7483
mp-768636,Li4 Bi8 B4 O20,2.252,1.7318
mp-1206085,Mn1 Cu1 F6,0.138,0.0
wbm-1-59692,Y2 Cd1 In1,0.0006,0.0
wbm-3-28543,La3 Ga7 Ag2,0.0005,0.0
wbm-4-11733,Tm3 Fe2 Pd1,0.0005,0.0
wbm-3-72574,Ac1 Er1 Sn2,0.0006,0.0
wbm-1-1488,Al4 Sb1 Te3,0.0005,0.0
wbm-2-11612,Th6 Ga2 Co1,0.0006,0.0
mp-1207005,Li1 Ta1 Se2,0.0006,0.0
wbm-3-72640,La1 Sn2 Os3,0.0005,0.0
wbm-1-58789,Y2 Ti2 Sb2,0.0006,0.0
wbm-1-7347,Ga2 Rh4 C2,0.0006,0.0
wbm-2-4216,Nd4 As4 Ir4,0.0006,0.0
mp-638650,Pr7 Fe1 I12,0.0005,0.0
wbm-1-39803,Sr2 Lu2 O6,0.0007,0.0
wbm-3-30527,Tb2 Ge6 Ru2,0.0005,0.0
mp-1187608,Tm2 Cu1 Rh1,0.0006,0.0
mp-1186365,Os1 Au3,0.0005,0.0
mp-924128,Hf1 Ni1 Sn1,0.0005,0.4347
wbm-3-46356,Na2 Ag2 Ge4,0.0005,0.0
wbm-2-2825,Ba4 Al4 In4,0.0005,0.0
wbm-1-54965,Si3 I6,0.429,1.09
mp-1186060,Mn2 Os6,0.0005,0.0
wbm-2-17417,Fe1 Au2,0.0006,0.0
wbm-3-40527,Dy3 Mn2 Ga3,0.0005,0.0
mp-1120809,Ti6 Zn6 Sn6 O24,1.9077,2.8448
wbm-1-60068,Y1 Te3,0.0007,0.0
wbm-3-67361,Sc1 Sn3 Ir1,0.0005,0.0
wbm-1-33468,Rb2 Na1 Pb1,0.0007,0.0
wbm-1-18349,Sr2 Ga4 Pt2,0.0005,0.0
wbm-4-23796,Tm2 Ga4 Ni4,0.0005,0.0
wbm-3-15595,Nd2 Ga2 Co4,0.0005,0.0
wbm-1-46071,Ba4 P4 Pd4,0.0006,0.0
wbm-4-40028,Ta3 Zn1 Os2,0.0006,0.0
mp-1219231,Sm2 Fe4 Co13,0.0006,0.0
mp-31313,K12 P4 Se16,1.7102,1.6858
mp-12509,Y2 Zn2 P2 O2,1.1402,1.3665
wbm-2-656,Ac1 Al2 Hg1,0.0006,0.0
mp-1211551,K2 Dy2 Be2 F12,7.5558,7.3825
wbm-2-23782,Li2 Mn1 Tl1,0.0006,0.0
wbm-3-76075,Y4 Pt6,0.0006,0.0
mp-1100767,Tb1 Bi1 Pd2,0.0005,0.0
mp-555110,As4 H20 C8 O8 F24,4.2763,5.2482
wbm-3-77250,Nd1 Zn3 Au2,0.0006,0.0
mp-1226826,Ce4 Al4 Pd2 Pt2,0.0006,0.0
mp-22781,Mn8 Ge4 O16,0.9999,0.0
mp-1094117,Na4 Cd4 Cu4 Se8,0.0011,0.0
wbm-1-50025,Cd1 Cu2 Ge1 S4,0.5526,0.31
wbm-3-40396,Mn2 As1 Br2,0.0005,0.0
wbm-3-74412,Cs1 Ti2,0.0006,0.0
wbm-4-34616,Y1 Se1,0.0006,0.0
mp-5491,Mn1 Al1 Au2,0.0005,0.0
wbm-3-69546,Ho2 Si6,0.0006,0.0
mp-549687,K4 C1 O4,1.6022,1.4476
mp-1218355,Sr2 Ca2 Mn2 Ga2 O10,0.834,0.0
wbm-5-4308,Co2 As1 Se1,0.0005,0.0
mp-562662,Ba8 Co4 C8 O24 F8,0.1305,3.0665
mp-1213525,Er2 Fe2 Ge4 O14,0.0006,2.663
wbm-1-18180,Zr1 Fe1 Bi1,0.0005,0.0
mp-1184375,Eu1 Au3,0.0005,0.0
wbm-4-23247,Na2 In2 Ni2 S6,0.0006,0.0
wbm-2-31494,Ni4 Ge2 Pd2,0.0006,0.0
wbm-4-32307,Pt1 Au1 S2,0.0008,0.0
wbm-3-70715,Co2 Si1 Hg1 Se4,0.0005,0.0
wbm-3-56596,Gd2 Hg2 As2 O2,0.2649,0.19
wbm-2-26752,Cs2 Pu2 Mg2 Se6,0.0006,0.0
wbm-3-64375,K2 Cr2 Ni2 S6,0.0006,0.0
wbm-5-12865,Ba2 Mn2 In1,0.0006,0.0
wbm-1-25645,Li1 Ni1 N1,0.0005,0.0
wbm-4-18809,Tm2 Mg4 Ag2,0.0005,0.0
wbm-2-3704,Pr1 Cd2 As2,0.0005,0.0
wbm-3-36969,Li2 Ge2 Se4,1.5291,1.42
wbm-1-46893,Ba2 Bi1 Pd1,0.0006,0.0
mp-1174059,Li5 Mn1 Co2 O8,0.0005,0.0
mp-540593,Ca4 Cr8 O16,1.165,0.0
mp-27443,Ba8 Mn4 O12,1.8464,1.4787
mp-16795,Ca4 Al4 F20,7.4714,7.1329
wbm-1-2077,Al1 Fe1 Au2,0.0006,0.0
wbm-3-51609,La2 Y2 O6,2.8643,2.83
mp-1101256,Tl2 Sb4 O12,0.0006,0.0
wbm-4-19041,Er1 Mg2 P1,0.0006,0.0
wbm-3-55142,Sr2 Y1 Te1 O6,0.0006,0.0
mp-28094,Rb4 Dy8 Cl28,4.748,4.5287
mp-1112032,K2 Hg1 As1 I6,0.0006,0.0
wbm-1-45484,P2 Br6,2.9079,3.32
mp-1185352,Li2 Ga6,0.0006,0.0
wbm-1-26089,Li1 Bi1 Pt2,0.0005,0.0
wbm-5-16414,Mn1 P1 Pd2,0.0006,0.0
mp-1518767,Eu1 Cr1 Sn1 Bi1 O6,0.0006,0.0
wbm-2-9050,Ca1 Ga2 Se1,0.0005,0.0
mp-1005831,Tb4 Co6 Ge10,0.0006,0.0
wbm-4-31925,Ba4 Ru6,0.0005,0.0
wbm-2-5684,Nd1 Fe2 B6,0.0006,0.0
wbm-5-17167,U2 Tl1 Pd1,0.0006,0.0
wbm-1-25174,Li1 Zn2 Fe1,0.0005,0.0
wbm-5-14010,Na2 Nb1 Cu2 Te4,0.0006,0.0
mp-1094202,Mg1 Sn3,0.0005,0.0
wbm-4-14658,Yb1 Ge2 Pb1,0.0006,0.0
wbm-5-15478,Gd1 Zn1 O4,0.0006,0.0
wbm-2-51796,Zn4 As8,0.0005,0.0
wbm-3-9610,Tm3 B3 Pd6,0.0005,0.0
mp-774883,Li1 Fe3 Sn2 S8,0.0005,0.0
mp-27199,Au8 Se8 Br8,0.5394,0.767
mp-1207570,Yb1 Al2 Cu3,0.0006,0.0
wbm-2-48642,Nd2 Sn4 Pt4,0.0005,0.0
mp-1093624,Cr1 Tc2 Ge1,0.0006,0.0
wbm-4-9844,Cs4 Cu4 Se4,1.4461,1.64
wbm-5-12288,Mg1 Cd1 Ni2,0.0006,0.0
wbm-3-48700,Ta4 Ni4 As4,0.0006,0.0
wbm-2-23095,K2 Gd2 Ag2 Te6,0.0006,0.0
mp-561384,Zr8 F32,6.2754,4.9816
mp-10519,Cu4 Sn2 S6,0.0001,0.0407
wbm-1-17011,Fe2 Ru1 Pt1,0.0006,0.0
mp-1227801,Ca2 V2 Pb1 O8,0.0008,3.27
wbm-2-44154,Sc1 U1 Co2,0.0005,0.0
wbm-4-14715,Er1 Ge6 Ir4,0.0005,0.0
mp-1099224,Cs1 Mg6 W1 O8,0.0007,0.0
wbm-2-5226,La1 Sn1 B2 O6,0.0006,0.0
wbm-2-20764,Ge4 Te4 Rh4,0.0005,0.0
mp-1185268,Li6 Sc2,0.0005,0.0
wbm-3-30595,Zr1 Ge3 Os1,0.0006,0.0
mp-1246429,Ga6 Ge6 N10,0.8106,1.0804
mp-1213791,Ce4 Ga4 Ir4,0.0006,0.0
wbm-3-52223,Na2 U1 O4,1.8328,1.95
mp-981366,Zn3 N1,-0.0006,0.0
wbm-4-29425,Nd1 Ni2 P1,0.0006,0.0
wbm-3-65573,Nd4 Sb4 S4,0.2233,0.21
wbm-3-68904,U2 Mn2 Si4,0.0006,0.0
wbm-1-24118,Li2 Ti1 Sn1,0.0005,0.0
wbm-1-40610,Eu1 Bi2 O4,0.0005,0.0
mp-1201333,Pr8 Ni28,0.0006,0.0
mp-556878,Bi2 P2 Pb2 O10,3.311,3.3262
mp-7324,K4 Be4 P4 O16,5.4305,5.2636
wbm-3-44144,K5 Cu3 N3,0.0006,0.0
mp-1222592,Li1 In1 Mo6 Se6,0.0005,0.0484
wbm-1-32888,Na2 Al2 As2,0.0005,0.0
wbm-3-76151,Y6 Pt2,0.0006,0.0
wbm-4-3305,Nd2 In2 As2,0.0006,0.0
mp-1078865,Sb1 S4 N3,0.0006,0.0
wbm-1-86,Th1 Tl1 Ag2,0.0005,0.0
mp-547792,K2 Sb2 O6,3.0988,2.6838
wbm-2-18510,Ba2 Ga4 Rh2,0.0006,0.0
wbm-2-38471,Ce1 Fe1 P1,0.0006,0.0
mp-1226016,Co4 Os1,0.0006,0.0
wbm-4-15439,Zr2 Ge2 Au4,0.0005,0.0
wbm-3-43773,Tb1 Dy1 N2,0.0006,0.02
wbm-1-19998,Ho3 Ge3 Ru3,0.0005,0.0
mp-29841,Rh9 S12,0.0005,0.0
wbm-2-2656,Np2 Al2 Fe2,0.0006,0.0
wbm-1-32037,Mn4 N2,0.0005,0.0
wbm-3-60057,Er2 Pd1 Pb1,0.0005,0.0
wbm-1-18733,Y2 Ga2 Ge2,0.0005,0.0
mp-1220188,Nd1 Ga3 Ni1,0.0005,0.0
wbm-2-43392,Ho1 S1,0.0006,0.0
wbm-5-14043,Na2 Tm1 Cu2 Te4,0.0005,0.0
mp-14763,Ca6 Mn2 N6,0.0006,0.0
mp-559832,Hg12 S8 Br8,1.3609,1.6179
mp-1181029,K4 Co2 S4 O20,0.0006,0.7162
wbm-1-43754,U3 Sn1 O8,0.0005,0.0
mp-12027,Ta4 Tl4 Se12,0.4619,0.3226
wbm-2-44627,Sc4 Zn4 Pb4,0.0005,0.0
mp-1250544,Ba2 Mn2 Al1 Tl1 O7,0.0005,0.0
mp-1184174,Dy6 Lu2,0.0007,0.0
wbm-3-39346,Nd3 Mg3 Os3,0.0005,0.0
wbm-3-14490,Ce1 Ta1 Pt2,0.0006,0.0
wbm-2-8112,Fe1 C1 N2,0.0005,0.0
mp-1229,Cu2 F4,0.0005,0.0
wbm-1-58815,Ti2 Zn2,0.0005,0.0
wbm-3-38799,Mg1 Cu4,0.0006,0.0
wbm-1-59713,Y2 Ag1 Pd1,0.0006,0.0
mp-1188395,K2 Li4 H6 O6,3.7552,4.2706
wbm-1-52939,Zr4 Se4 Br12,1.2996,1.42
mp-31076,Tl4 Te2 Br12,1.7011,2.2372
wbm-4-28692,La1 Fe2 P2,0.0005,0.0
wbm-1-61831,Zr2 Te8 I2,0.4932,0.34
wbm-1-54272,U3 Si4 Cu4,0.0006,0.0
wbm-1-45237,Ta2 P4,0.0006,0.0
